time,beta,temp
898,0.963773316,15.02
899,0.959193219,13.86
900,0.954668565,10.85
901,0.950199246,7.7
902,0.945785116,5.26
903,0.94142534,3.78
904,0.937118601,4.96
905,0.932863035,10.31
906,0.928656681,13.19
907,0.9244971,12.53
908,0.920381541,5.05
909,0.916307308,7.65
910,0.912271397,10.62
911,0.908270906,8.01
912,0.904302808,8.64
913,0.900364301,11.46
914,0.896452671,16.09
915,0.892565207,10.09
916,0.88869958,6.65
917,0.884853499,8.03
918,0.881025005,11.73
919,0.877212319,5.18
920,0.873413839,10.43
921,0.869628435,8.27
922,0.865855022,6.21
923,0.862092723,3.04
924,0.858341179,7.77
925,0.854600012,12.05
926,0.850869488,6.84
927,0.847149724,8.65
928,0.843441476,11.56
929,0.839745695,14.54
930,0.836063672,16.68
931,0.832396832,17.95
932,0.828747332,18.55
933,0.825117469,17.74
934,0.821509757,16.41
935,0.817927388,16.32
936,0.814373477,14.8
937,0.810851796,13.77
938,0.807366225,16.44
939,0.803920811,20.14
940,0.800519987,19.19
941,0.797168098,15.22
942,0.793869653,15.54
943,0.790629316,13.61
944,0.787451657,13.55
945,0.784341222,14.8
946,0.781302382,12.85
947,0.778339554,12.87
948,0.775457035,13.14
949,0.772658906,11.4
950,0.769949035,14.68
951,0.767331232,19.4
952,0.764809094,16.83
953,0.76238604,16.96
954,0.76006523,17.73
955,0.757849439,19.13
956,0.755741466,18.95
957,0.753743746,16.01
958,0.751858364,11.3
959,0.750087191,10.35
960,0.748431867,11.99
961,0.746893623,11.32
962,0.745473504,12.16
963,0.744172134,14.59
964,0.74299012,15.13
965,0.74192751,16.37
966,0.740984082,18.07
967,0.740159447,19.68
968,0.739452888,20.96
969,0.738863284,22.01
970,0.73838934,22.57
971,0.738029355,22.24
972,0.737781319,22.39
973,0.737642944,22.73
974,0.7376115,22.77
975,0.737683963,22.67
976,0.737856843,22.6
977,0.738126495,21.75
978,0.73848843,21.4
979,0.738938234,20.96
980,0.739470942,20.86
981,0.740081126,22.31
982,0.740763009,20.13
983,0.741510613,19.15
984,0.742317487,21.74
985,0.74317698,25.72
986,0.74408205,27.03
987,0.745025835,26.09
988,0.746000891,25.32
989,0.747000093,26.54
990,0.748016124,27.4
991,0.74904172,26.83
992,0.750069911,24.56
993,0.751093724,24.95
994,0.752106482,25.87
995,0.753102021,27.59
996,0.754074286,26.14
997,0.755017844,26.68
998,0.755927476,27.87
999,0.756798592,25.19
1000,0.757626967,27
1001,0.758408931,28.11
1002,0.759141256,26.38
1003,0.759821139,24.36
1004,0.760446435,21.41
1005,0.761015204,21.95
1006,0.761526249,22.64
1007,0.761978377,19.88
1008,0.762371361,19.26
1009,0.762704952,21.65
1010,0.762979404,24.34
1011,0.763195704,25.87
1012,0.763354795,24.96
1013,0.763458463,25.63
1014,0.763508732,24.14
1015,0.763508287,24
1016,0.763460192,25.93
1017,0.76336833,26.54
1018,0.763236929,26.37
1019,0.763071299,26
1020,0.762876966,24.44
1021,0.762660644,22.9
1022,0.762429725,25.4
1023,0.762192298,27.05
1024,0.76195732,26.88
1025,0.761734334,26.99
1026,0.761533699,28.06
1027,0.761366329,28.42
1028,0.761243425,28.02
1029,0.761176673,28.88
1030,0.761177681,27.44
1031,0.761258499,26.04
1032,0.761430534,26.2
1033,0.761705171,25.76
1034,0.762093213,24.53
1035,0.762604854,23.76
1036,0.763249733,24.56
1037,0.764036542,25.08
1038,0.764973239,25.37
1039,0.766066855,26.11
1040,0.767323429,26.54
1041,0.768748115,27.16
1042,0.770345422,25.05
1043,0.772118525,24.19
1044,0.77407036,24.55
1045,0.77620269,25.94
1046,0.778516948,27.12
1047,0.781013798,28.1
1048,0.783693866,27.52
1049,0.786556943,25.19
1050,0.789602778,23.58
1051,0.792830982,22.81
1052,0.796240969,23.49
1053,0.799831976,24.19
1054,0.80360314,24.93
1055,0.807553383,24.94
1056,0.81168146,23.83
1057,0.815985663,21.37
1058,0.820464075,20.81
1059,0.825114261,21.9
1060,0.829933139,24.98
1061,0.834916976,25.83
1062,0.840061415,24.68
1063,0.845361487,25.08
1064,0.850811487,25.73
1065,0.856405199,26.11
1066,0.862135968,25.77
1067,0.867996779,24.5
1068,0.873980549,21.56
1069,0.880080196,20.17
1070,0.886288822,20.6
1071,0.892599648,21.95
1072,0.899006546,24.94
1073,0.90550382,27.1
1074,0.912086281,27.52
1075,0.918749262,26.25
1076,0.925488732,24.05
1077,0.932301055,22.66
1078,0.939183192,19.4
1079,0.946131993,20.3
1080,0.953144995,22.48
1081,0.960219681,23.05
1082,0.96735362,22.62
1083,0.974544352,23.07
1084,0.981789529,22.79
1085,0.989086801,21.86
1086,0.996433876,22.17
1087,1.003828737,23.63
1088,1.011269732,24.4
1089,1.018755864,24.07
1090,1.026287036,24.43
1091,1.033864108,24.16
1092,1.041489672,24.52
1093,1.049168121,19.54
1094,1.056905996,17.42
1095,1.064712654,16.68
1096,1.072599985,15.68
1097,1.080583551,16.51
1098,1.088682072,16.82
1099,1.096917738,17.09
1100,1.105316195,17.96
1101,1.113906286,19.83
1102,1.122719093,22.03
1103,1.131786888,22.12
1104,1.141142433,20.12
1105,1.150816007,14.15
1106,1.160833478,15.23
1107,1.171213681,16.21
1108,1.18196469,18.4
1109,1.19308139,18.6
1110,1.204542702,12.3
1111,1.216309959,12.67
1112,1.22832709,17.45
1113,1.240521995,21.13
1114,1.252809969,23.47
1115,1.26509855,23.73
1116,1.277293238,19.2
1117,1.289302197,15.35
1118,1.301042611,10.5
1119,1.312441945,10.31
1120,1.323441408,14.65
1121,1.333995613,14.41
1122,1.344071746,11.86
1123,1.353648348,13.72
1124,1.362712633,13.61
1125,1.371259657,13.18
1126,1.37928967,20.09
1127,1.386807203,18.08
1128,1.39381982,15.46
1129,1.400337696,20.3
1130,1.406372352,20.16
1131,1.411937118,17.98
1132,1.417046374,13.85
1133,1.42171513,12.21
1134,1.42595975,12.57
1135,1.429796284,13.16
1136,1.433241898,14.27
