,Avg,
,39.8,4.333333333
,48.7,9.277777778
,51.8,11
,41.8,5.444444444
,53.6,12
,45.7,7.611111111
,34.9,1.611111111
,36,2.222222222
,42.7,5.944444444
,49.1,9.5
,38.4,3.555555556
