number,,,temp,,,hum,,,temp,
,,time,Max,Avg,Min,Max,Avg,Min,Avg,
1204,,15,35,30.9,26,92,67.5,56,-0.611111111,2017
1205,,16,34,33.1,31,100,94.2,88,0.611111111,2017
1206,,17,36,34,32,96,93.1,88,1.111111111,2017
1207,,18,47,34.5,30,100,90.5,66,1.388888889,2017
1208,,19,39,36.4,32,100,96.1,92,2.444444444,2017
1209,,20,43,39.4,36,100,96.4,92,4.111111111,2017
1210,,21,47,41.6,31,100,91.6,79,5.333333333,2017
1211,,22,38,35.2,30,100,92.4,87,1.777777778,2017
1212,,23,35,33.7,32,96,83.7,76,0.944444444,2017
1213,,24,35,33.2,32,92,87.3,75,0.666666667,2017
1214,,25,35,32.2,29,100,90.7,85,0.111111111,2017
1215,,26,30,27.8,24,85,77.7,72,-2.333333333,2017
1216,,27,32,25.7,18,81,71.7,61,-3.5,2017
1217,,28,33,29.2,25,85,77,72,-1.555555556,2017
1218,,29,35,32.5,30,82,72,64,0.277777778,2017
1219,,30,52,39.5,30,89,69.8,45,4.166666667,2017
1220,,31,43,38.6,36,79,70.8,58,3.666666667,2017
1221,2,1,36,29.9,22,79,66,57,-1.166666667,2017
1222,,2,25,19.4,16,68,58.5,48,-7,2017
1223,,3,30,22.7,17,65,46.9,29,-5.166666667,2017
1224,,4,45,32.8,17,73,52.9,37,0.444444444,2017
1225,,5,36,31.2,27,82,66.8,50,-0.444444444,2017
1226,,6,57,44.2,27,78,68.7,57,6.777777778,2017
1227,,7,48,36.4,23,93,80.6,63,2.444444444,2017
1228,,8,23,17.4,14,89,74.6,46,-8.111111111,2017
1229,,9,22,15.8,9,73,63.2,50,-9,2017
1230,,10,57,39.8,21,83,64.3,47,4.333333333,2017
1231,,11,55,44.9,36,89,69,48,7.166666667,2017
1232,,12,48,40.7,32,93,64.5,34,4.833333333,2017
1233,,13,51,37.2,24,85,57.3,27,2.888888889,2017
1234,,14,51,39.3,30,88,64.4,41,4.055555556,2017
1235,,15,44,34.5,25,78,55.1,35,1.388888889,2017
1236,,16,64,47,32,64,48.3,30,8.333333333,2017
1237,,17,74,55.5,40,65,45.4,21,13.05555556,2017
1238,,18,66,50.3,36,86,57.8,27,10.16666667,2017
1239,,19,73,57,41,79,58.5,38,13.88888889,2017
1240,,20,62,59.4,52,93,83.3,62,15.22222222,2017
1241,,21,68,52.7,37,96,62,26,11.5,2017
1242,,22,72,59,47,80,45.2,25,15,2017
1243,,23,47,42.7,39,93,83.3,71,5.944444444,2017
1244,,24,41,30.9,22,93,87.2,71,-0.611111111,2017
1245,,25,32,25.5,18,74,63.6,49,-3.611111111,2017
1246,,26,48,37,29,69,53.3,34,2.777777778,2017
1247,,27,56,41.4,27,92,60.5,29,5.222222222,2017
1248,,28,64,51.8,39,90,71.9,43,11,2017
1249,3,1,41,36.7,29,89,75.2,51,2.611111111,2017
1250,,2,38,29.8,23,85,70,51,-1.222222222,2017
1251,,3,43,32,20,85,53.3,29,0,2017
1252,,4,69,47.8,31,64,44.2,21,8.777777778,2017
1253,,5,61,53.6,0,78,61.5,0,12,2017
1254,,6,77,62.4,46,81,65.8,43,16.88888889,2017
1255,,7,55,45.1,37,67,41.9,19,7.277777778,2017
1256,,8,56,43.3,34,59,35.8,17,6.277777778,2017
1257,,9,49,37.5,29,61,49.2,34,3.055555556,2017
1258,,10,28,23.5,18,85,49.4,29,-4.722222222,2017
1259,,11,29,24.6,21,85,55.9,38,-4.111111111,2017
1260,,12,38,30.4,23,92,63.1,40,-0.888888889,2017
1261,,13,31,27.1,20,93,80.8,68,-2.722222222,2017
1262,,14,28,21,13,81,61.4,43,-6.111111111,2017
1263,,15,37,26,11,88,54.2,31,-3.333333333,2017
1264,,16,55,42.3,32,55,44.3,34,5.722222222,2017
1265,,17,65,48.5,38,76,57.5,28,9.166666667,2017
1266,,18,53,42,32,79,59,40,5.555555556,2017
1267,,19,71,52.6,36,76,52.5,25,11.44444444,2017
1268,,20,68,56.3,45,71,50.5,30,13.5,2017
1269,,21,50,42.3,34,96,56.2,27,5.722222222,2017
1270,,22,46,38.5,30,66,48.9,37,3.611111111,2017
1271,,23,58,48.9,42,60,47.3,34,9.388888889,2017
1272,,24,65,51.8,44,93,81,56,11,2017
1273,,25,44,42.4,40,97,93.1,89,5.777777778,2017
1274,,26,48,44.6,41,96,91.6,83,7,2017
1275,,27,51,46.7,43,97,83.3,71,8.166666667,2017
1276,,28,52,49.8,47,86,75.5,69,9.888888889,2017
1277,,29,49,44.7,42,93,89.2,80,7.055555556,2017
1278,,30,45,43.3,41,93,90,85,6.277777778,2017
1279,,31,47,43.1,41,89,78.5,71,6.166666667,2017
1280,4,1,54,47.4,36,89,65.4,49,8.555555556,2017
1281,,2,53,50.5,48,96,87.3,77,10.27777778,2017
1282,,3,53,50.3,49,97,91.6,87,10.16666667,2017
1283,,4,56,51.6,48,93,77.1,60,10.88888889,2017
1284,,5,52,47.3,43,93,74.1,44,8.5,2017
1285,,6,55,48,38,79,51.3,35,8.888888889,2017
1286,,7,62,48.5,34,82,47,23,9.166666667,2017
1287,,8,75,63,48,68,50.4,39,17.22222222,2017
1288,,9,81,70,61,78,64,36,21.11111111,2017
1289,,10,70,54.3,42,83,67.5,38,12.38888889,2017
1290,,11,62,49.3,39,77,53.5,29,9.611111111,2017
1291,,12,71,60,45,68,53.4,36,15.55555556,2017
1292,,13,77,66,55,84,63.7,46,18.88888889,2017
1293,,14,72,64.4,56,90,77.9,58,18,2017
1294,,15,78,69.4,64,90,67.4,54,20.77777778,2017
1295,,16,72,62.4,53,90,51,22,16.88888889,2017
1296,,17,72,62.8,50,74,48.8,35,17.11111111,2017
1297,,18,74,63.5,55,87,69,55,17.5,2017
1298,,19,80,62.5,52,88,73.5,50,16.94444444,2017
1299,,20,65,53.5,46,90,71.8,55,11.94444444,2017
1300,,21,61,52.5,41,89,57.2,34,11.38888889,2017
1301,,22,68,57.1,45,71,41.6,20,13.94444444,2017
1302,,23,73,59.4,44,63,38.5,21,15.22222222,2017
1303,,24,76,63.6,49,54,33.8,17,17.55555556,2017
1304,,25,74,60.6,49,86,58.6,39,15.88888889,2017
1305,,26,50,45.2,40,93,78.6,63,7.333333333,2017
1306,,27,58,44.2,37,89,65.1,42,6.777777778,2017
1307,,28,45,41.9,38,93,79.8,63,5.5,2017
1308,,29,46,43.5,41,93,81.8,65,6.388888889,2017
1309,,30,47,44.6,41,96,92.3,89,7,2017
1310,5,1,47,45,41,100,85.2,71,7.222222222,2017
1311,,2,65,52.6,37,89,52.8,30,11.44444444,2017
1312,,3,60,53,46,71,53.1,35,11.66666667,2017
1313,,4,71,58.3,41,86,49.2,25,14.61111111,2017
1314,,5,78,63.8,44,73,40.5,20,17.66666667,2017
1315,,6,74,65,56,64,38.2,21,18.33333333,2017
1316,,7,79,66.3,50,63,41,25,19.05555556,2017
1317,,8,82,68.5,55,87,63.8,47,20.27777778,2017
1318,,9,80,71.4,62,73,59.5,43,21.88888889,2017
1319,,10,70,62.9,59,96,87.3,73,17.16666667,2017
1320,,11,74,63.3,56,90,62.1,40,17.38888889,2017
1321,,12,76,64.4,49,71,44.4,26,18,2017
1322,,13,81,69.1,55,67,46.9,28,20.61111111,2017
1323,,14,85,72.7,57,78,55.7,38,22.61111111,2017
1324,,15,90,79.3,68,78,60.1,42,26.27777778,2017
1325,,16,89,75.5,64,94,69.2,46,24.16666667,2017
1326,,17,80,67.6,62,93,77.7,45,19.77777778,2017
1327,,18,66,59.4,53,93,74.9,59,15.22222222,2017
1328,,19,53,51.1,50,93,90.3,88,10.61111111,2017
1329,,20,69,55.8,49,97,84.6,63,13.22222222,2017
1330,,21,59,51.6,46,86,69.4,55,10.88888889,2017
1331,,22,72,61.5,49,93,66.4,51,16.38888889,2017
1332,,23,63,55.7,51,96,75.5,50,13.16666667,2017
1333,,24,65,55.9,51,93,79.1,58,13.27777778,2017
1334,,25,74,62.7,46,93,63.3,40,17.05555556,2017
1335,,26,83,70.1,60,87,66.8,42,21.16666667,2017
1336,,27,69,64.1,59,97,85.7,70,17.83333333,2017
1337,,28,81,68.4,57,90,54.5,24,20.22222222,2017
1338,,29,76,66.3,57,74,46.1,27,19.05555556,2017
1339,,30,78,66.8,53,77,42.3,19,19.33333333,2017
1340,,31,77,65.3,50,80,49.2,27,18.5,2017
1341,6,1,82,71.3,56,70,48.7,30,21.83333333,2017
1342,,2,87,76.3,65,84,63.6,41,24.61111111,2017
1343,,3,90,79.7,66,90,56.3,35,26.5,2017
1344,,4,94,81.6,71,73,47.2,18,27.55555556,2017
1345,,5,89,78,64,75,42.2,23,25.55555556,2017
1346,,6,83,73,60,72,42,25,22.77777778,2017
1347,,7,82,71.5,57,78,43,23,21.94444444,2017
1348,,8,86,74.3,59,72,45,28,23.5,2017
1349,,9,89,77,63,67,48.8,32,25,2017
1350,,10,92,80.8,69,70,57,43,27.11111111,2017
1351,,11,93,83.7,74,79,59,41,28.72222222,2017
1352,,12,91,83.3,76,74,60.9,48,28.5,2017
1353,,13,93,83.8,74,82,60.1,41,28.77777778,2017
1354,,14,88,75.2,67,97,75.2,42,24,2017
1355,,15,94,79,69,93,64.6,28,26.11111111,2017
1356,,16,89,78.5,66,91,69,46,25.83333333,2017
1357,,17,86,75.8,70,93,72.8,43,24.33333333,2017
1358,,18,80,71,62,78,56.3,38,21.66666667,2017
1359,,19,85,72.8,59,83,49.3,25,22.66666667,2017
1360,,20,92,77.3,61,75,45.8,20,25.16666667,2017
1361,,21,93,75.5,65,90,66.9,36,24.16666667,2017
1362,,22,87,78.5,71,96,69.8,53,25.83333333,2017
1363,,23,77,70.2,62,90,64.4,40,21.22222222,2017
1364,,24,79,67.5,54,77,44.6,22,19.72222222,2017
1365,,25,75,64.6,51,80,49.8,31,18.11111111,2017
1366,,26,75,64.4,56,93,61.6,34,18,2017
1367,,27,80,69,55,74,52.6,36,20.55555556,2017
1368,,28,85,74.4,68,94,76.1,58,23.55555556,2017
1369,,29,82,75,68,93,73.3,56,23.88888889,2017
1370,,30,82,71.9,65,87,65.4,46,22.16666667,2017
1371,7,1,82,72.3,60,87,57.6,35,22.38888889,2017
1372,,2,83,74.8,66,81,67.8,56,23.77777778,2017
1373,,3,89,80.4,69,90,67.1,50,26.88888889,2017
1374,,4,89,75.5,70,93,78.5,48,24.16666667,2017
1375,,5,89,79.6,69,93,67.6,43,26.44444444,2017
1376,,6,92,82.6,71,90,65.4,42,28.11111111,2017
1377,,7,86,78.8,71,85,55.5,37,26,2017
1378,,8,87,77.3,67,84,59.7,40,25.16666667,2017
1379,,9,93,82,68,90,61.6,42,27.77777778,2017
1380,,10,91,84,76,82,65.6,52,28.88888889,2017
1381,,11,95,81.2,71,96,75.4,49,27.33333333,2017
1382,,12,88,82,74,93,71.8,54,27.77777778,2017
1383,,13,85,76.8,71,93,68.3,49,24.88888889,2017
1384,,14,85,74.5,64,79,62.5,47,23.61111111,2017
1385,,15,92,80.3,66,84,65.1,44,26.83333333,2017
1386,,16,94,83.2,75,85,67.9,43,28.44444444,2017
1387,,17,90,78.4,72,91,79.7,61,25.77777778,2017
1388,,18,90,82.4,75,96,71,46,28,2017
1389,,19,96,85.5,77,82,64.6,37,29.72222222,2017
1390,,20,99,87.5,76,91,63.3,43,30.83333333,2017
1391,,21,100,87.6,76,91,65.3,38,30.88888889,2017
1392,,22,91,84.2,77,93,72.1,55,29,2017
1393,,23,88,79.5,69,94,63.2,36,26.38888889,2017
1394,,24,84,74.7,64,87,64.4,42,23.72222222,2017
1395,,25,95,81.4,67,93,67.2,44,27.44444444,2017
1396,,26,80,76.5,73,94,86.2,77,24.72222222,2017
1397,,27,87,78.3,71,93,65.5,40,25.72222222,2017
1398,,28,86,76.9,67,87,60.8,38,24.94444444,2017
1399,,29,84,75,65,81,55,34,23.88888889,2017
1400,,30,82,73.9,64,84,54.7,35,23.27777778,2017
1401,,31,85,75.4,64,78,55.2,37,24.11111111,2017
1402,8,1,89,76.9,63,90,59.6,34,24.94444444,2017
1403,,2,89,77.9,66,90,61.8,30,25.5,2017
1404,,3,79,70,56,94,72.4,48,21.11111111,2017
1405,,4,78,66.6,53,80,56.8,35,19.22222222,2017
1406,,5,74,67.2,56,84,64.1,46,19.55555556,2017
1407,,6,77,70.6,63,87,69,54,21.44444444,2017
1408,,7,82,71.3,62,97,67,38,21.83333333,2017
1409,,8,82,72.3,59,93,53,27,22.38888889,2017
1410,,9,85,73.3,61,78,57,32,22.94444444,2017
1411,,10,87,75.3,65,90,65.3,43,24.05555556,2017
1412,,11,82,72.1,62,90,58.2,37,22.27777778,2017
1413,,12,83,71.4,57,93,56.9,33,21.88888889,2017
1414,,13,81,71.2,63,78,58.9,40,21.77777778,2017
1415,,14,86,72.9,63,87,74.3,48,22.72222222,2017
1416,,15,79,71.8,67,94,85.8,66,22.11111111,2017
1417,,16,86,75.8,69,97,80.4,53,24.33333333,2017
1418,,17,82,72.4,67,90,71.9,45,22.44444444,2017
1419,,18,89,75,61,93,67.3,39,23.88888889,2017
1420,,19,85,74.3,65,90,69.6,44,23.5,2017
1421,,20,81,73.7,69,96,77.2,60,23.16666667,2017
1422,,21,85,70.3,66,97,86.8,63,21.27777778,2017
1423,,22,78,69,60,97,69.3,34,20.55555556,2017
1424,,23,80,69.3,55,93,58.5,32,20.72222222,2017
1425,,24,80,70.7,63,84,67.2,47,21.5,2017
1426,,25,80,70.1,64,87,71.2,52,21.16666667,2017
1427,,26,83,71.7,62,87,71.9,51,22.05555556,2017
1428,,27,78,71.6,64,93,79.8,60,22,2017
1429,,28,73,66.5,60,96,77.5,57,19.16666667,2017
1430,,29,81,69.7,57,97,72.6,47,20.94444444,2017
1431,,30,83,72.6,61,90,68.2,44,22.55555556,2017
1432,,31,82,71.2,63,93,73.8,54,21.77777778,2017
1433,9,1,75,65.7,56,90,67.7,50,18.72222222,2017
1434,,2,83,71.7,61,90,66,51,22.05555556,2017
1435,,3,87,74.1,60,97,63.6,32,23.38888889,2017
1436,,4,78,72.5,61,79,64.3,45,22.5,2017
1437,,5,71,61.4,53,83,53.8,30,16.33333333,2017
1438,,6,71,59.2,48,86,60.4,35,15.11111111,2017
1439,,7,76,63,48,86,58.3,33,17.22222222,2017
1440,,8,85,70.2,55,77,55.8,33,21.22222222,2017
1441,,9,84,71.6,59,90,64,42,22,2017
1442,,10,84,72.5,63,78,59.8,40,22.5,2017
1443,,11,84,71,59,75,55.7,37,21.66666667,2017
1444,,12,84,72.8,60,81,59.9,41,22.66666667,2017
1445,,13,87,74.8,61,90,64.1,39,23.77777778,2017
1446,,14,92,77.5,64,87,55.3,29,25.27777778,2017
1447,,15,93,79.3,67,70,53.5,32,26.27777778,2017
1448,,16,82,73.7,66,93,80.9,62,23.16666667,2017
1449,,17,73,63.8,57,100,77.5,42,17.66666667,2017
1450,,18,72,66.5,57,100,82.9,68,19.16666667,2017
1451,,19,84,71.7,63,100,83.2,56,22.05555556,2017
1452,,20,87,78.8,72,84,65.3,50,26,2017
1453,,21,89,77.2,68,93,72.8,55,25.11111111,2017
1454,,22,91,81.7,74,87,66,46,27.61111111,2017
1455,,23,92,81,71,87,62.2,39,27.22222222,2017
1456,,24,91,79.5,70,78,59,38,26.38888889,2017
1457,,25,85,71.1,67,100,84.7,55,21.72222222,2017
1458,,26,67,64.6,58,100,85.8,68,18.11111111,2017
1459,,27,69,60.2,53,89,70.9,49,15.66666667,2017
1460,,28,77,63.5,51,92,62.4,34,17.5,2017
1461,,29,75,63.9,53,86,55.2,35,17.72222222,2017
1462,,30,73,62.1,51,77,54,39,16.72222222,2017
1463,10,1,76,65.2,56,64,50.3,38,18.44444444,2017
1464,,2,85,72.5,63,90,65.6,46,22.5,2017
1465,,3,79,68.9,61,97,80.8,62,20.5,2017
1466,,4,66,60.7,56,93,72.6,50,15.94444444,2017
1467,,5,65,60.8,54,100,91.7,77,16,2017
1468,,6,71,67.9,65,97,94.7,84,19.94444444,2017
1469,,7,69,62.9,56,94,89.3,72,17.16666667,2017
1470,,8,80,65.1,52,93,64.9,34,18.38888889,2017
1471,,9,70,58.3,49,81,51.3,32,14.61111111,2017
1472,,10,48,46.4,44,90,81.2,66,8,2017
1473,,11,61,52.7,45,90,76.8,60,11.5,2017
1474,,12,62,54.4,51,93,83.2,65,12.44444444,2017
1475,,13,61,57.1,53,93,88,78,13.94444444,2017
1476,,14,70,61.6,54,100,94.5,89,16.44444444,2017
1477,,15,59,50.7,44,80,61.8,36,10.38888889,2017
1478,,16,69,54.4,40,83,56.5,27,12.44444444,2017
1479,,17,72,60.2,51,75,54.3,33,15.66666667,2017
1480,,18,75,62.5,53,77,59.3,38,16.94444444,2017
1481,,19,76,62.6,52,86,58,31,17,2017
1482,,20,76,64.6,55,86,65.5,46,18.11111111,2017
1483,,21,75,64.4,53,97,78.8,64,18,2017
1484,,22,67,55.3,47,86,62.5,25,12.94444444,2017
1485,,23,66,52.3,45,83,59.3,36,11.27777778,2017
1486,,24,53,45.1,38,85,53.3,27,7.277777778,2017
1487,,25,67,52.4,37,76,53.5,32,11.33333333,2017
1488,,26,64,50.9,39,69,57.5,41,10.5,2017
1489,,27,38,35.3,34,86,64.5,0,1.833333333,2017
1490,,28,45,36.8,31,73,56.8,36,2.666666667,2017
1491,,29,53,43.2,29,93,60.4,37,6.222222222,2017
1492,,30,47,40.3,34,71,54.6,43,4.611111111,2017
1493,,31,36,32.4,24,75,54.1,42,0.222222222,2017
1494,11,1,49,41.4,33,93,72.3,61,5.222222222,2017
1495,,2,55,44.7,34,97,79.2,53,7.055555556,2017
1496,,3,50,41.5,32,82,66.5,48,5.277777778,2017
1497,,4,50,45.8,42,96,84.1,76,7.666666667,2017
1498,,5,48,41.6,29,90,75.5,54,5.333333333,2017
1499,,6,40,32.8,27,78,65.7,49,0.444444444,2017
1500,,7,42,35.3,29,78,63.1,49,1.833333333,2017
1501,,8,49,35.8,22,89,67,41,2.111111111,2017
1502,,9,41,30.7,22,72,52.6,35,-0.722222222,2017
1503,,10,34,27,18,60,47,37,-2.777777778,2017
1504,,11,46,41.4,34,65,53.5,48,5.222222222,2017
1505,,12,48,40.5,31,97,79.6,56,4.722222222,2017
1506,,13,43,35.8,28,100,91.2,82,2.111111111,2017
1507,,14,51,47.7,43,100,89.6,80,8.722222222,2017
1508,,15,53,43.8,27,100,74.6,46,6.555555556,2017
1509,,16,41,30.9,21,92,76.1,55,-0.611111111,2017
1510,,17,51,46.9,37,100,86.5,62,8.277777778,2017
1511,,18,45,39.3,30,97,75.6,52,4.055555556,2017
1512,,19,48,35.4,22,75,58.6,39,1.888888889,2017
1513,,20,61,48.3,36,70,47.5,24,9.055555556,2017
1514,,21,46,35.2,23,63,50.2,41,1.777777778,2017
1515,,22,38,28.5,17,78,54.3,35,-1.944444444,2017
1516,,23,53,42.3,30,69,55.5,41,5.722222222,2017
1517,,24,70,56.1,44,71,51.9,35,13.38888889,2017
1518,,25,58,45,37,79,63.3,39,7.222222222,2017
1519,,26,61,45,33,85,65.6,38,7.222222222,2017
1520,,27,60,50,36,82,64.3,47,10,2017
1521,,28,56,50.3,42,83,53.6,27,10.16666667,2017
1522,,29,50,40.8,30,56,40,29,4.888888889,2017
1523,,30,54,43.8,36,65,47.1,26,6.555555556,2017
1524,12,1,56,42.2,30,75,49.6,25,5.666666667,2017
1525,,2,59,43.9,33,75,49.1,23,6.611111111,2017
1526,,3,62,49.7,34,78,64.2,49,9.833333333,2017
1527,,4,69,53.6,30,75,66.6,53,12,2017
1528,,5,36,31.3,25,63,50,30,-0.388888889,2017
1529,,6,37,29.5,21,85,67.1,43,-1.388888889,2017
1530,,7,27,19.9,15,65,53.3,30,-6.722222222,2017
1531,,8,39,27.7,16,78,63,44,-2.388888889,2017
1532,,9,31,26.1,21,75,65.5,49,-3.277777778,2017
1533,,10,47,36.3,22,78,60.4,42,2.388888889,2017
1534,,11,45,35,23,82,66.8,45,1.666666667,2017
1535,,12,33,24.1,15,78,63.9,40,-4.388888889,2017
1536,,13,48,37.5,30,79,64.1,47,3.055555556,2017
1537,,14,32,29.9,26,75,65,56,-1.166666667,2017
1538,,15,46,36.1,28,81,61,39,2.277777778,2017
1539,,16,54,41.6,34,70,54,34,5.333333333,2017
1540,,17,38,33.8,29,86,78.7,70,1,2017
1541,,18,50,36.1,25,100,79.1,46,2.277777778,2017
1542,,19,49,41.8,36,79,50.2,28,5.444444444,2017
1543,,20,41,35.5,28,51,40.9,31,1.944444444,2017
1544,,21,38,34.8,28,85,62.5,44,1.555555556,2017
1545,,22,29,25,20,89,78.9,69,-3.888888889,2017
1546,,23,25,20,16,81,63.9,49,-6.666666667,2017
1547,,24,24,19.3,14,93,78.6,60,-7.055555556,2017
1548,,25,14,9.3,3,80,62.6,51,-12.61111111,2017
1549,,26,8,3.2,-2,66,58.7,48,-16,2017
1550,,27,6,1.3,-8,85,68.9,52,-17.05555556,2017
1551,,28,19,9.9,4,84,77.3,68,-12.27777778,2017
1552,,29,16,12.3,5,92,82,68,-10.94444444,2017
1553,,30,4,-0.8,-5,76,66.8,60,-18.22222222,2017
1554,,31,-3,-7.3,-15,79,69.8,62,-21.83333333,2017
1555,2018,1,-2,-10.5,-18,75,67,57,-23.61111111,2018
1556,,2,20,5.7,-15,79,67.1,52,-14.61111111,2018
1557,,3,21,9.4,-1,74,69,64,-12.55555556,2018
1558,,4,10,4.5,-4,79,69.5,58,-15.27777778,2018
1559,,5,13,8.3,1,73,65.2,49,-13.16666667,2018
1560,,6,16,7.2,-3,79,63.6,43,-13.77777778,2018
1561,,7,38,29.4,18,89,71.5,57,-1.444444444,2018
1562,,8,43,33.2,23,96,79.3,58,0.666666667,2018
1563,,9,44,36.2,32,89,77.5,53,2.333333333,2018
1564,,10,46,39.4,35,97,90.5,79,4.111111111,2018
1565,,11,44,20.8,6,96,81,67,-6.222222222,2018
1566,,12,9,3.7,-3,69,61.9,53,-15.72222222,2018
1567,,13,13,7.9,3,67,56.3,41,-13.38888889,2018
1568,,14,25,19.4,9,92,80.1,64,-7,2018
1569,,15,14,2.5,-5,79,69.7,63,-16.38888889,2018
1570,,16,6,0.5,-6,83,73.2,66,-17.5,2018
1571,,17,25,12.5,-2,83,67.5,51,-10.83333333,2018
1572,,18,37,28,19,69,60.8,50,-2.222222222,2018
1573,,19,47,38.3,29,72,60.4,46,3.5,2018
1574,,20,47,38.2,30,89,78.7,61,3.444444444,2018
1575,,21,42,40.3,39,100,94.6,86,4.611111111,2018
1576,,22,47,38.7,30,100,93,85,3.722222222,2018
1577,,23,30,27.7,26,82,78.7,75,-2.388888889,2018
1578,,24,33,28.3,25,89,84,78,-2.055555556,2018
1579,,25,51,38.3,27,85,67.5,48,3.5,2018
1580,,26,57,47.1,36,76,54.4,45,8.388888889,2018
1581,,27,52,37.7,27,85,64.6,34,3.166666667,2018
1582,,28,30,25.8,17,93,73.3,51,-3.444444444,2018
1583,,29,26,18.8,13,84,68.7,51,-7.333333333,2018
1584,,30,43,29.4,15,80,57,39,-1.444444444,2018
1585,,31,43,37.3,32,79,66.3,43,2.944444444,2018
1586,2,1,35,16.3,8,79,57.9,41,-8.722222222,2018
1587,,2,25,16,4,81,65.6,48,-8.888888889,2018
1588,,3,45,36.1,26,79,53.7,37,2.277777778,2018
1589,,4,24,12.7,3,81,64,41,-10.72222222,2018
1590,,5,14,9.5,1,92,79.4,67,-12.5,2018
1591,,6,11,5.8,-5,84,73.2,59,-14.55555556,2018
1592,,7,17,12.5,9,85,75.2,62,-10.83333333,2018
1593,,8,23,19.6,13,88,80.1,68,-6.888888889,2018
1594,,9,20,13.3,6,85,73.9,56,-10.38888889,2018
1595,,10,14,9.2,6,84,73.4,52,-12.66666667,2018
1596,,11,21,12,8,84,73.9,57,-11.11111111,2018
1597,,12,18,11.8,2,83,58.6,41,-11.22222222,2018
1598,,13,37,26.4,15,72,63,57,-3.111111111,2018
1599,,14,44,37.3,29,93,80.3,71,2.944444444,2018
1600,,15,45,36.3,25,100,82,58,2.388888889,2018
1601,,16,27,19.3,9,77,56.2,42,-7.055555556,2018
1602,,17,41,30.4,22,89,69.5,53,-0.888888889,2018
1603,,18,53,40.4,25,88,61.8,34,4.666666667,2018
1604,,19,46,36.4,27,97,90.5,65,2.444444444,2018
1605,,20,30,25.7,16,96,87.1,74,-3.5,2018
1606,,21,26,19.6,12,77,70.5,63,-6.888888889,2018
1607,,22,34,30,25,100,88,66,-1.111111111,2018
1608,,23,35,31.2,26,100,82.9,70,-0.444444444,2018
1609,,24,35,30.6,24,96,89.6,81,-0.777777778,2018
1610,,25,44,33.3,24,85,69,51,0.722222222,2018
1611,,26,56,41.2,28,82,57.3,29,5.111111111,2018
1612,,27,65,49.6,36,80,61.8,45,9.777777778,2018
1613,,28,53,43.9,36,83,76.6,66,6.611111111,2018
1614,3,1,47,37.6,31,79,61.7,42,3.111111111,2018
1615,,2,51,37.9,25,85,58.1,26,3.277777778,2018
1616,,3,58,46.2,36,64,48.8,32,7.888888889,2018
1617,,4,61,51,42,55,43.8,31,10.55555556,2018
1618,,5,48,39.2,32,93,83.6,58,4,2018
1619,,6,34,30.2,28,89,81.2,75,-1,2018
1620,,7,31,27.3,21,86,75.8,59,-2.611111111,2018
1621,,8,34,26.3,19,78,66.4,52,-3.166666667,2018
1622,,9,38,30.2,24,78,68.2,57,-1,2018
1623,,10,47,36.8,27,78,58.7,42,2.666666667,2018
1624,,11,44,35.4,32,92,80.8,51,1.888888889,2018
1625,,12,46,36.8,30,82,59.5,35,2.666666667,2018
1626,,13,42,33.3,26,78,58.2,37,0.722222222,2018
1627,,14,65,43.4,21,85,53,24,6.333333333,2018
1628,,15,58,43.9,32,85,52.9,23,6.611111111,2018
1629,,16,39,34.5,33,85,70.8,44,1.388888889,2018
1630,,17,38,34.6,32,92,87,79,1.444444444,2018
1631,,18,40,36.9,34,96,89.3,79,2.722222222,2018
1632,,19,54,44.4,35,92,61.2,37,6.888888889,2018
1633,,20,40,36,32,85,70.6,56,2.222222222,2018
1634,,21,45,37.4,28,88,66.7,49,3,2018
1635,,22,49,40,32,86,70.9,56,4.444444444,2018
1636,,23,48,41.2,37,89,65.8,48,5.111111111,2018
1637,,24,35,32.9,32,96,89.2,82,0.5,2018
1638,,25,45,37.1,32,82,69,58,2.833333333,2018
1639,,26,43,38.1,35,96,84.7,64,3.388888889,2018
1640,,27,47,39.6,35,89,78.9,61,4.222222222,2018
1641,,28,58,44.4,31,96,72.5,44,6.888888889,2018
1642,,29,47,38.3,33,83,66.7,39,3.5,2018
1643,,30,53,43,32,85,56.3,35,6.111111111,2018
1644,,31,50,39.9,26,74,62,48,4.388888889,2018
1645,4,1,33,26.2,22,81,54.7,40,-3.222222222,2018
1646,,2,39,30.9,19,96,81.1,52,-0.611111111,2018
1647,,3,36,31.9,19,96,86.2,68,-0.055555556,2018
1648,,4,38,26.8,14,71,49.3,30,-2.888888889,2018
1649,,5,55,42.5,29,64,48.6,33,5.833333333,2018
1650,,6,39,27.4,20,75,51.9,36,-2.555555556,2018
1651,,7,42,29.8,17,71,47.4,28,-1.222222222,2018
1652,,8,35,30.4,28,92,72.9,48,-0.888888889,2018
1653,,9,38,33,30,96,79,57,0.555555556,2018
1654,,10,58,42.2,25,88,60,41,5.666666667,2018
1655,,11,69,55.8,42,76,56,36,13.22222222,2018
1656,,12,69,59.2,47,77,53.5,37,15.11111111,2018
1657,,13,61,51.6,40,89,71.9,53,10.88888889,2018
1658,,14,42,38.3,32,97,91.2,86,3.5,2018
1659,,15,29,27.7,26,92,79.7,72,-2.388888889,2018
1660,,16,37,30.2,23,81,71.3,62,-1,2018
1661,,17,55,41.1,27,85,60.3,40,5.055555556,2018
1662,,18,39,34.2,32,92,77.1,62,1.222222222,2018
